Rank,Name,Platform,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
291,God of War II,PS2,Action,Sony Computer Entertainment,2320000,40000,40000,1670000,4070000
292,Forza Motorsport 2,X360,Racing,Microsoft Game Studios,2350000,1280000,30000,410000,4059999
293,World Soccer Winning Eleven 9,PS2,Sports,Konami Digital Entertainment,120000,2260000,900000,770000,4059999
294,Namco Museum Vol.3,PS,Misc,Sony Computer Entertainment,2280000,1550000,160000,60000,4050000
295,Tekken Tag Tournament,PS2,Fighting,Namco Bandai Games,1680000,1510000,510000,350000,4050000
296,Far Cry 4,PS4,Shooter,Ubisoft,1120000,2120000,100000,690000,4030000
297,Star Fox 64,N64,Shooter,Nintendo,2780000,580000,640000,40000,4030000
298,Minecraft,PS4,Misc,Sony Computer Entertainment Europe,1380000,1870000,120000,650000,4019999
299,Golf,NES,Sports,Nintendo,1220000,280000,2460000,40000,4010000
300,Fallout 3,PS3,Role-Playing,Bethesda Softworks,2150000,1200000,70000,590000,4010000
301,Professor Layton and the Diabolical Box,DS,Puzzle,Nintendo,920000,1780000,920000,370000,4000000
302,Left 4 Dead 2,X360,Shooter,Electronic Arts,2670000,890000,50000,370000,3990000
303,Namco Museum: 50th Anniversary,PS2,Misc,Namco Bandai Games,2080000,1350000,0,540000,3980000
304,EA Sports Active,Wii,Sports,Electronic Arts,2100000,1360000,60000,400000,3920000
305,Assassin's Creed: Unity,PS4,Action,Ubisoft,1180000,1960000,80000,700000,3920000
306,Donkey Kong Land,GB,Platform,Nintendo,1970000,760000,1070000,110000,3910000
307,Tony Hawk's Underground,PS2,Sports,Activision,2290000,1170000,10000,420000,3900000
308,Assassin's Creed IV: Black Flag,PS3,Action,Ubisoft,1330000,1710000,130000,730000,3890000
309,Monster Hunter 4 Ultimate,3DS,Role-Playing,Nintendo,670000,490000,2620000,110000,3890000
310,MotorStorm,PS3,Racing,Sony Computer Entertainment,1530000,1610000,60000,670000,3880000
311,The Elder Scrolls V: Skyrim,PC,Role-Playing,Bethesda Softworks,1150000,2089999,0,640000,3880000
312,Tekken 5,PS2,Fighting,Namco Bandai Games,930000,1940000,310000,700000,3870000
313,Dragon Warrior III,NES,Role-Playing,Enix Corporation,100000,0,3770000,0,3870000
314,Sports Champions,PS3,Sports,Sony Computer Entertainment,2120000,1140000,100000,510000,3870000
315,NBA 2K16,PS4,Sports,Take-Two Interactive,2480000,650000,30000,690000,3850000
316,World Soccer Winning Eleven 8 International,PS2,Sports,Konami Digital Entertainment,160000,1890000,1120000,680000,3850000
317,Flash Focus: Vision Training in Minutes a Day,DS,Misc,Nintendo,870000,1570000,1050000,350000,3840000
318,Namco Museum Vol.1,PS,Misc,Sony Computer Entertainment,2120000,1440000,220000,60000,3840000
319,The Legend of Zelda: Link's Awakening,GB,Action,Nintendo,2210000,960000,540000,130000,3830000
320,Mario & Luigi: Bowser's Inside Story,DS,Role-Playing,Nintendo,2260000,480000,810000,270000,3830000
321,Big Brain Academy: Wii Degree,Wii,Misc,Nintendo,1060000,1930000,410000,430000,3820000
322,Nintendogs + cats,3DS,Simulation,Nintendo,1440000,1370000,730000,270000,3810000
323,Batman: Arkham Knight,PS4,Action,Warner Bros. Interactive Entertainment,1490000,1580000,100000,610000,3790000
324,Mario & Sonic at the London 2012 Olympic Games,Wii,Sports,Sega,1140000,1910000,270000,460000,3780000
325,LEGO Indiana Jones: The Original Adventures,X360,Action,Activision,2400000,1030000,0,360000,3780000
326,Resident Evil Director's Cut,PS,Action,Virgin Interactive,1820000,1240000,470000,250000,3770000
327,Ratchet & Clank: Size Matters,PSP,Platform,Sony Computer Entertainment,1400000,1400000,100000,870000,3770000
328,Just Dance 2014,Wii,Misc,Ubisoft,1980000,1470000,0,320000,3760000
329,The Sims: Unleashed,PC,Simulation,Electronic Arts,2029999,1560000,0,170000,3760000
330,Super Paper Mario,Wii,Platform,Nintendo,1980000,880000,590000,320000,3760000
331,Harry Potter and the Sorcerer's Stone,PS,Action,Electronic Arts,1370000,2000000,140000,220000,3730000
332,The Witcher 3: Wild Hunt,PS4,Role-Playing,Namco Bandai Games,960000,2000000,210000,560000,3730000
333,Resident Evil 3: Nemesis,PS,Action,Eidos Interactive,1300000,770000,1540000,110000,3720000
334,Spyro: Year of the Dragon,PS,Platform,Sony Computer Entertainment,1930000,1580000,0,190000,3710000
335,FIFA Soccer 2005,PS2,Sports,Electronic Arts,580000,2480000,40000,590000,3700000
336,Pokémon Trading Card Game,GB,Strategy,Nintendo,1490000,730000,1380000,100000,3700000
337,Battlefield 4,PS3,Shooter,Electronic Arts,1300000,1510000,270000,610000,3690000
338,MySims,DS,Simulation,Electronic Arts,1590000,1610000,80000,410000,3690000
339,Friend Collection,DS,Misc,Nintendo,0,0,3670000,0,3670000
340,Tony Hawk's Pro Skater 4,PS2,Sports,Activision,2130000,1180000,10000,350000,3670000
341,Midnight Club 3: DUB Edition,PSP,Racing,Take-Two Interactive,1650000,1220000,0,790000,3660000
342,Banjo-Kazooie,N64,Platform,Nintendo,1870000,1130000,550000,100000,3650000
343,SOCOM: U.S. Navy SEALs,PS2,Shooter,Sony Computer Entertainment,2530000,810000,60000,240000,3650000
344,Guitar Hero: World Tour,Wii,Misc,Activision,2330000,970000,0,350000,3650000
345,Gran Turismo 6,PS3,Racing,Sony Computer Entertainment,710000,1800000,400000,740000,3640000
346,Jak and Daxter: The Precursor Legacy,PS2,Platform,Sony Computer Entertainment,2080000,1090000,150000,330000,3640000
347,Pokemon Snap,N64,Simulation,Nintendo,2230000,680000,660000,60000,3630000
348,FIFA Soccer 10,PS3,Sports,Electronic Arts,600000,2460000,50000,520000,3630000
349,Pro Evolution Soccer 2008,PS2,Sports,Konami Digital Entertainment,50000,0,640000,2930000,3630000
350,Call of Duty: Ghosts,PS4,Shooter,Activision,1780000,1420000,50000,380000,3630000
351,Resident Evil 4,PS2,Action,Capcom,2080000,830000,460000,250000,3620000
352,Tom Clancy's The Division,PS4,Shooter,Ubisoft,1280000,1610000,150000,570000,3610000
353,Star Wars: Battlefront,PS2,Shooter,LucasArts,1930000,1220000,30000,440000,3610000
354,Doom II: Hell on Earth,PC,Shooter,Virgin Interactive,2049999,1400000,0,160000,3610000
355,The Simpsons: Road Rage,PS2,Racing,Electronic Arts,2020000,1170000,0,420000,3610000
356,Cooking Mama 2: Dinner With Friends,DS,Simulation,505 Games,1610000,1500000,100000,390000,3610000
357,Luigi's Mansion,GC,Action,Nintendo,2380000,670000,460000,100000,3600000
358,Star Wars: Battlefront II,PS2,Shooter,LucasArts,2180000,1020000,30000,370000,3590000
359,WWF SmackDown!,PS,Fighting,THQ,2009999,1350000,60000,160000,3580000
360,Croc: Legend of the Gobbos,PS,Platform,Fox Interactive,1570000,1790000,0,200000,3560000
361,Grand Theft Auto: Liberty City Stories,PS2,Action,Take-Two Interactive,1560000,1400000,70000,500000,3540000
362,The Getaway,PS2,Action,Sony Computer Entertainment,1230000,1770000,50000,490000,3540000
363,Tomb Raider III: Adventures of Lara Croft,PS,Action,Eidos Interactive,1660000,1580000,120000,180000,3540000
364,James Bond 007: Agent Under Fire,PS2,Shooter,Electronic Arts,1900000,1130000,100000,410000,3530000
365,LEGO Star Wars: The Video Game,PS2,Action,Eidos Interactive,1980000,1140000,10000,410000,3530000
366,Battlefield 4,X360,Shooter,Electronic Arts,2140000,1080000,20000,290000,3530000
367,FIFA Soccer 11,X360,Sports,Electronic Arts,710000,2400000,20000,400000,3530000
368,Rugrats in Paris: The Movie,PS,Action,THQ,1960000,1330000,0,230000,3520000
369,Spyro 2: Ripto's Rage!,PS,Platform,Sony Computer Entertainment,2140000,1210000,10000,170000,3520000
370,Left 4 Dead,X360,Shooter,Electronic Arts,2660000,500000,50000,300000,3520000
371,Mario & Sonic at the Olympic Winter Games,DS,Sports,Sega,1220000,1660000,270000,380000,3520000
372,Resident Evil 5,X360,Action,Capcom,2110000,940000,120000,340000,3510000
373,Donkey Kong Country 3: Dixie Kong's Double Trouble!,SNES,Platform,Nintendo,1170000,500000,1750000,80000,3510000
374,Assassin's Creed: Brotherhood,X360,Action,Ubisoft,2840000,390000,30000,240000,3500000
375,Kung Fu,NES,Action,Nintendo,1640000,380000,1420000,60000,3500000
376,Batman: Arkham Asylum,X360,Action,Eidos Interactive,2200000,970000,20000,310000,3500000
377,Clubhouse Games,DS,Misc,Nintendo,590000,1830000,730000,350000,3500000
378,FIFA Soccer 2004,PS2,Sports,Electronic Arts,590000,2360000,40000,510000,3490000
379,Star Wars Battlefront (2015),XOne,Shooter,Electronic Arts,1940000,1220000,20000,310000,3490000
380,Battlefield: Bad Company 2,X360,Shooter,Electronic Arts,2089999,1020000,40000,320000,3480000
381,Guitar Hero: On Tour,DS,Misc,Activision,2110000,1010000,10000,350000,3480000
382,Assassin's Creed: Unity,XOne,Action,Ubisoft,2260000,890000,0,300000,3460000
383,Far Cry 3,PS3,Shooter,Ubisoft,880000,1750000,100000,720000,3450000
384,Monster Hunter 4,3DS,Role-Playing,Capcom,0,0,3440000,0,3440000
385,Borderlands,X360,Shooter,Take-Two Interactive,2390000,730000,30000,290000,3440000
386,Tekken 4,PS2,Fighting,Namco Bandai Games,1550000,1270000,330000,290000,3440000
387,Battlefield 4,PS4,Shooter,Electronic Arts,1340000,1540000,170000,380000,3430000
388,LittleBigPlanet 2,PS3,Platform,Sony Computer Entertainment,1820000,1070000,60000,470000,3420000
389,Grand Theft Auto 2,PS,Action,Take-Two Interactive,1130000,2069999,0,220000,3420000
390,Final Fantasy III,SNES,Role-Playing,SquareSoft,860000,0,2550000,20000,3420000
391,Spider-Man 2,PS2,Action,Activision,1750000,1200000,20000,430000,3410000
392,F-1 Race,GB,Racing,Nintendo,1730000,690000,590000,400000,3410000
393,FIFA Soccer 2003,PS2,Sports,Electronic Arts,460000,2280000,50000,610000,3400000
394,Crash Bash,PS,Misc,Sony Computer Entertainment,1560000,1470000,190000,170000,3390000
395,LEGO Batman: The Videogame,X360,Action,Warner Bros. Interactive Entertainment,2029999,1030000,0,320000,3380000
396,Metal Gear Solid V: The Phantom Pain,PS4,Action,Konami Digital Entertainment,1080000,1350000,480000,470000,3380000
397,The Legend of Zelda: Spirit Tracks,DS,Action,Nintendo,1430000,940000,740000,270000,3380000
398,WWF War Zone,PS,Fighting,Acclaim Entertainment,2470000,760000,0,130000,3360000
399,The Legend of Zelda: Majora's Mask,N64,Action,Nintendo,1900000,670000,730000,60000,3360000
400,Professor Layton and the Unwound Future,DS,Puzzle,Nintendo,650000,1610000,820000,280000,3360000
401,Rugrats: Search For Reptar,PS,Adventure,THQ,1630000,1530000,0,180000,3340000
402,Assassin's Creed IV: Black Flag,X360,Action,Ubisoft,1900000,1140000,10000,290000,3340000
403,English Training: Have Fun Improving Your Skills!,DS,Misc,Nintendo,0,990000,2320000,20000,3330000
404,James Bond 007: Nightfire,PS2,Shooter,Electronic Arts,1450000,1290000,120000,460000,3330000
405,Ratchet & Clank,PS2,Platform,Sony Computer Entertainment,1440000,1010000,570000,300000,3330000
406,Mario Party 9,Wii,Misc,Nintendo,1150000,1170000,760000,240000,3320000
407,Star Wars Episode III: Revenge of the Sith,PS2,Action,LucasArts,1470000,1390000,30000,430000,3320000
408,Max Payne,PS2,Shooter,Take-Two Interactive,1990000,1050000,50000,220000,3310000
409,The Lord of the Rings: The Return of the King,PS2,Action,Electronic Arts,1500000,1280000,50000,460000,3280000
410,Assassin's Creed Syndicate,PS4,Action,Ubisoft,800000,1920000,60000,500000,3280000
411,Destiny,XOne,Shooter,Activision,2130000,920000,0,230000,3280000
412,True Crime: Streets of LA,PS2,Action,Activision,1890000,1050000,20000,310000,3270000
413,Wii Music,Wii,Misc,Nintendo,1360000,1130000,460000,320000,3270000
414,Gran Turismo (PSP),PSP,Racing,Sony Computer Entertainment,500000,1590000,310000,870000,3270000
415,Monster Hunter X,3DS,Action,Capcom,250000,190000,2780000,40000,3260000
416,Tekken,PS,Fighting,Sony Computer Entertainment,950000,1300000,770000,220000,3240000
417,FIFA 16,XOne,Sports,Electronic Arts,880000,2110000,0,230000,3230000
418,L.A. Noire,PS3,Adventure,Take-Two Interactive,1270000,1330000,120000,510000,3230000
419,Madden NFL 16,PS4,Sports,Electronic Arts,2330000,300000,0,590000,3220000
420,Yokai Watch 2 Ganso/Honke,3DS,Role-Playing,Nintendo,30000,0,3180000,0,3220000
421,007: Tomorrow Never Dies,PS,Shooter,Electronic Arts,1720000,1330000,0,160000,3210000
422,Baseball,NES,Sports,Nintendo,730000,100000,2350000,20000,3200000
423,Killer Instinct,SNES,Fighting,Nintendo,2260000,720000,120000,100000,3200000
424,WWF SmackDown! 2: Know Your Role,PS,Fighting,THQ,1760000,1210000,70000,160000,3200000
425,Crisis Core: Final Fantasy VII,PSP,Role-Playing,Square Enix,1350000,600000,800000,440000,3190000
426,God of War: Chains of Olympus,PSP,Action,Sony Computer Entertainment,1480000,1010000,40000,660000,3190000
427,Dragon Quest VI: Maboroshi no Daichi,SNES,Role-Playing,Enix Corporation,0,0,3190000,0,3190000
428,Dance Central,X360,Misc,MTV Games,2150000,770000,10000,260000,3190000
429,Enter the Matrix,PS2,Action,Atari,1780000,1120000,90000,190000,3180000
430,Super Mario Maker,WiiU,Platform,Nintendo,1180000,870000,930000,200000,3180000
431,Fallout: New Vegas,PS3,Role-Playing,Bethesda Softworks,1520000,1080000,100000,470000,3170000
432,LEGO Batman: The Videogame,Wii,Action,Warner Bros. Interactive Entertainment,1860000,1020000,0,290000,3170000
433,Rhythm Heaven,DS,Misc,Nintendo,580000,510000,1930000,140000,3170000
434,Ace Combat 04: Shattered Skies,PS2,Simulation,Sony Computer Entertainment Europe,2060000,560000,380000,170000,3170000
435,Club Penguin: Elite Penguin Force,DS,Adventure,Disney Interactive Studios,1880000,980000,0,300000,3160000
436,Animal Crossing,GC,Simulation,Nintendo,1920000,160000,990000,90000,3150000
437,LEGO Batman: The Videogame,DS,Action,Warner Bros. Interactive Entertainment,1790000,1060000,0,290000,3150000
438,Sonic Rush,DS,Platform,Sega,1220000,1570000,60000,290000,3150000
439,Resident Evil 6,PS3,Shooter,Capcom,880000,970000,880000,420000,3150000
440,Halo: The Master Chief Collection,XOne,Shooter,Microsoft Game Studios,1890000,990000,30000,240000,3150000
441,FIFA Soccer 08,PS2,Sports,Electronic Arts,680000,0,0,2460000,3140000
442,Spider-Man,PS,Action,Activision,1700000,1250000,20000,160000,3130000
443,Need for Speed III: Hot Pursuit,PS,Racing,Electronic Arts,2140000,860000,0,130000,3120000
444,Star Wars Episode I Racer,N64,Racing,Nintendo,2310000,620000,140000,40000,3120000
445,Personal Trainer: Cooking,DS,Misc,Nintendo,910000,1000000,1030000,170000,3120000
446,The Elder Scrolls IV: Oblivion,PS3,Role-Playing,Ubisoft,1690000,870000,140000,420000,3120000
447,Dragon Warrior IV,NES,Role-Playing,Enix Corporation,80000,0,3030000,10000,3120000
448,Heavy Rain,PS3,Adventure,Sony Computer Entertainment,1290000,1270000,60000,500000,3120000
449,Mass Effect 2,X360,Role-Playing,Electronic Arts,1990000,820000,30000,270000,3110000
450,FIFA 15,X360,Sports,Electronic Arts,780000,2020000,0,300000,3110000
451,Dragon Ball Z: Budokai,PS2,Fighting,Atari,2170000,280000,550000,80000,3090000
452,Madden NFL 2002,PS2,Sports,Electronic Arts,2500000,160000,10000,420000,3080000
453,World Class Track Meet,NES,Sports,Namco Bandai Games,1920000,450000,640000,70000,3080000
454,Borderlands 2,X360,Shooter,Take-Two Interactive,1890000,910000,40000,240000,3070000
455,The Legend of Zelda: A Link Between Worlds,3DS,Action,Nintendo,1400000,990000,460000,220000,3070000
456,Donkey Kong,GB,Platform,Nintendo,1570000,620000,550000,340000,3070000
457,The Sims: Vacation,PC,Simulation,Electronic Arts,1720000,1210000,0,140000,3070000
458,Mass Effect 3,X360,Role-Playing,Electronic Arts,1940000,860000,30000,240000,3070000
459,Kung Fu Panda,X360,Action,Activision,1910000,840000,0,290000,3050000
460,Far Cry 3,X360,Shooter,Ubisoft,1380000,1350000,20000,280000,3040000
461,Epic Mickey,Wii,Platform,Disney Interactive Studios,2060000,640000,120000,220000,3040000
462,Saints Row 2,X360,Action,THQ,1940000,800000,20000,270000,3030000
463,Rayman,PS,Platform,Ubisoft,1540000,1330000,0,160000,3030000
464,Killzone 2,PS3,Shooter,Sony Computer Entertainment,1400000,1070000,80000,470000,3020000
465,Tom Clancy's Splinter Cell,XB,Action,Ubisoft,1850000,1040000,0,130000,3020000
466,Mike Tyson's Punch-Out!!,NES,Fighting,Nintendo,2029999,470000,450000,70000,3020000
467,WWE SmackDown! Shut Your Mouth,PS2,Sports,THQ,1450000,1130000,70000,380000,3020000
468,Gears of War: Ultimate Edition,XOne,Shooter,Microsoft Game Studios,2380000,320000,0,310000,3000000
469,NBA 2K13,X360,Sports,Take-Two Interactive,2600000,210000,10000,190000,3000000
470,Dragon Ball Z: Budokai Tenkaichi 3,PS2,Fighting,Atari,1150000,0,760000,1090000,3000000
471,wwe Smackdown vs. Raw 2006,PS2,Fighting,,1570000,1020000,0,410000,3000000
472,Middle-Earth: Shadow of Mordor,PS4,Action,Warner Bros. Interactive Entertainment,1010000,1410000,50000,530000,2990000
473,Star Fox,SNES,Shooter,Nintendo,1610000,510000,800000,70000,2990000
474,The Sims: Livin Large,PC,Misc,Electronic Arts,1670000,1180000,0,130000,2990000
475,World Soccer Winning Eleven 6 International,PS2,Sports,Konami Digital Entertainment,120000,1260000,1160000,450000,2990000
476,Devil May Cry,PS2,Action,Capcom,1360000,860000,640000,130000,2990000
477,Animal Crossing: Happy Home Designer,3DS,Simulation,Nintendo,470000,1000000,1390000,120000,2980000
478,Battlefield: Bad Company 2,PS3,Shooter,Electronic Arts,1330000,1120000,80000,450000,2970000
479,The Sims 4,PC,Simulation,Electronic Arts,960000,1720000,0,290000,2970000
480,Star Wars: The Old Republic,PC,Role-Playing,Electronic Arts,1580000,1010000,0,380000,2970000
481,Sonic Heroes,PS2,Platform,Sega,1040000,1370000,60000,490000,2960000
482,Kirby Super Star Ultra,DS,Platform,Nintendo,1570000,40000,1190000,150000,2960000
483,Hitman 2: Silent Assassin,PS2,Action,Eidos Interactive,1360000,1150000,40000,410000,2960000
484,Street Fighter IV,X360,Fighting,Capcom,1820000,710000,150000,260000,2950000
485,Wave Race 64,N64,Racing,Nintendo,1980000,580000,340000,40000,2940000
486,SOCOM II: U.S. Navy SEALs,PS2,Shooter,Sony Computer Entertainment,2220000,510000,60000,150000,2940000
487,WWE SmackDown! vs. RAW 2006,PS2,Fighting,THQ,1450000,1110000,40000,330000,2940000
488,inFAMOUS,PS3,Action,Sony Computer Entertainment,1760000,690000,120000,370000,2940000
489,Pac-Man Collection,GBA,Puzzle,Atari,2069999,770000,50000,50000,2940000
490,Mass Effect,X360,Role-Playing,Microsoft Game Studios,1830000,800000,30000,270000,2930000
491,WarioWare: Smooth Moves,Wii,Puzzle,Nintendo,870000,1060000,730000,260000,2920000
492,Cooking Mama: Cook Off,Wii,Simulation,505 Games,1430000,1130000,50000,300000,2910000
493,Super Mario World 2: Yoshi's Island,GBA,Platform,Nintendo,1750000,450000,620000,90000,2910000
494,FIFA 14,PS4,Sports,Electronic Arts,610000,1850000,110000,330000,2900000
495,Titanfall,XOne,Shooter,Electronic Arts,1840000,800000,40000,220000,2900000
496,Sonic Mega Collection Plus,PS2,Misc,Sega,1540000,1140000,0,220000,2900000
497,Sega Superstars Tennis,X360,Sports,Sega,1750000,860000,0,280000,2900000
498,World Soccer Winning Eleven 7 International,PS2,Sports,Konami Digital Entertainment,80000,1240000,1130000,450000,2900000
499,Need for Speed: Most Wanted,PS3,Racing,Electronic Arts,710000,1510000,60000,610000,2890000
500,Hot Shots Golf 3,PS2,Sports,Sony Computer Entertainment,990000,320000,1380000,200000,2890000
501,Call of Duty: Finest Hour,PS2,Shooter,Activision,1510000,1120000,10000,240000,2890000
502,Zumba Fitness 2,Wii,Sports,Majesco Entertainment,1540000,1070000,0,280000,2880000
